"CustomerID","Recency","Frequency","Monetary","Cluster","CustomerGroup"
13811,183,3,814.5,4,"Regular Customers"
13812,41,3,539,4,"Regular Customers"
13813,39,4,1366.86,4,"Regular Customers"
13814,91,2,1579.12,4,"Regular Customers"
13815,21,4,4027.36,4,"Regular Customers"
13816,23,2,571.67,2,"Occasional Customers"
13817,28,2,382.98,2,"Occasional Customers"
13819,301,3,1140.35,4,"Regular Customers"
13821,144,2,385.64,1,"Inactive Customers"
13822,5,2,632,2,"Occasional Customers"
13823,18,2,957.66,2,"Occasional Customers"
13824,32,5,1698.94,4,"Regular Customers"
13826,175,1,189.5,1,"Inactive Customers"
13827,57,3,412.05,4,"Regular Customers"
13828,21,1,209.49,2,"Occasional Customers"
13831,15,6,2202.99,4,"Regular Customers"
13832,18,1,52.2,2,"Occasional Customers"
13833,158,1,384.8,1,"Inactive Customers"
13835,24,4,834.57,4,"Regular Customers"
13837,211,2,271.24,1,"Inactive Customers"
13838,5,4,691.73,2,"Occasional Customers"
13841,252,1,85,1,"Inactive Customers"
13842,58,9,3385.62,4,"Regular Customers"
13844,10,1,361.62,2,"Occasional Customers"
13845,64,1,312.98,1,"Inactive Customers"
13846,24,3,865.06,4,"Regular Customers"
13848,91,3,1255,4,"Regular Customers"
13849,51,2,1537.95,4,"Regular Customers"
13850,128,1,1595.48,1,"Inactive Customers"
13851,95,3,2651.46,4,"Regular Customers"
13853,56,1,1090.14,1,"Inactive Customers"
13854,8,25,8109.52,3,"High-Value Customers"
13856,168,3,388.5,1,"Inactive Customers"
13858,56,1,216.17,1,"Inactive Customers"
13859,325,1,201.16,1,"Inactive Customers"
13860,0,5,1245.9,3,"High-Value Customers"
13862,17,8,2209.36,3,"High-Value Customers"
13863,247,1,305.78,1,"Inactive Customers"
13865,57,4,501.56,4,"Regular Customers"
13866,73,1,145.67,1,"Inactive Customers"
13867,30,3,1015.29,4,"Regular Customers"
13868,6,2,3192.54,2,"Occasional Customers"
13869,122,4,3104.95,4,"Regular Customers"
13870,1,8,2770.94,3,"High-Value Customers"
13871,22,13,6403.25,3,"High-Value Customers"
13873,119,3,389.6,1,"Inactive Customers"
13874,357,1,540.45,1,"Inactive Customers"
13875,53,5,1786.79,4,"Regular Customers"
13876,63,1,122.7,1,"Inactive Customers"
13877,85,1,117.24,1,"Inactive Customers"
13878,54,1,1281.53,4,"Regular Customers"
13880,20,13,3219.77,3,"High-Value Customers"
13881,3,20,17159.52,3,"High-Value Customers"
13882,2,5,1191.13,3,"High-Value Customers"
13883,10,5,2674.48,3,"High-Value Customers"
13884,6,5,787.6,2,"Occasional Customers"
13885,188,2,506.8,1,"Inactive Customers"
13886,70,1,243.56,1,"Inactive Customers"
13887,203,1,349.55,1,"Inactive Customers"
13888,119,2,605.63,1,"Inactive Customers"
13889,92,1,416.9,1,"Inactive Customers"
13890,0,10,1883.81,3,"High-Value Customers"
13892,26,4,632.97,4,"Regular Customers"
13893,297,1,821.1,1,"Inactive Customers"
13894,23,3,564.62,2,"Occasional Customers"
13895,27,4,2593.07,4,"Regular Customers"
13897,49,1,311.16,1,"Inactive Customers"
13898,325,1,155.93,1,"Inactive Customers"
13899,15,2,388.52,2,"Occasional Customers"
13900,182,3,740.95,4,"Regular Customers"
13901,71,5,2867.2,4,"Regular Customers"
13904,36,2,332.64,2,"Occasional Customers"
13908,79,4,2369.55,4,"Regular Customers"
13911,56,9,2580.91,4,"Regular Customers"
13914,11,2,626.45,2,"Occasional Customers"
13917,49,2,272.04,1,"Inactive Customers"
13918,49,2,1212.84,4,"Regular Customers"
13919,58,2,384.81,1,"Inactive Customers"
13922,351,1,172.25,1,"Inactive Customers"
13923,53,1,351.13,1,"Inactive Customers"
13924,1,6,1838.85,3,"High-Value Customers"
13925,92,4,678.25,4,"Regular Customers"
13926,22,1,223.85,2,"Occasional Customers"
13927,74,1,348.99,1,"Inactive Customers"
13928,10,4,464.57,2,"Occasional Customers"
13929,168,2,842.65,1,"Inactive Customers"
13930,57,2,337.34,1,"Inactive Customers"
13931,95,2,1237.53,4,"Regular Customers"
13932,294,1,307.4,1,"Inactive Customers"
13933,108,2,608.79,1,"Inactive Customers"
13934,263,1,922.1,1,"Inactive Customers"
13936,179,1,376.58,1,"Inactive Customers"
13937,168,1,158.85,1,"Inactive Customers"
13938,34,1,71.66,1,"Inactive Customers"
13939,22,3,568.55,2,"Occasional Customers"
13940,16,4,839.14,4,"Regular Customers"
13941,21,5,5112.96,4,"Regular Customers"
13946,78,3,561.57,4,"Regular Customers"
13947,64,1,90.6,1,"Inactive Customers"
13948,360,1,102,1,"Inactive Customers"
13949,2,6,2427.32,3,"High-Value Customers"
13950,10,4,745.06,2,"Occasional Customers"
13951,175,3,674.45,4,"Regular Customers"
13952,217,2,3251.071,4,"Regular Customers"
13953,6,7,3515.68,3,"High-Value Customers"
13954,1,2,439.92,2,"Occasional Customers"
13955,153,2,322.96,1,"Inactive Customers"
13956,4,5,1026.42,2,"Occasional Customers"
13959,78,3,598.2,4,"Regular Customers"
13960,20,2,230.22,2,"Occasional Customers"
13962,21,2,169.55,2,"Occasional Customers"
13963,307,4,664.54,4,"Regular Customers"
13967,145,1,80.7,1,"Inactive Customers"
13969,6,18,9053.94,3,"High-Value Customers"
13971,18,8,2758.26,3,"High-Value Customers"
13972,70,2,190.25,1,"Inactive Customers"
13973,286,1,264.7,1,"Inactive Customers"
13974,48,1,413.59,1,"Inactive Customers"
13975,30,6,2526.28,4,"Regular Customers"
13976,206,1,357.98,1,"Inactive Customers"
13978,14,2,196.79,2,"Occasional Customers"
13979,72,1,869.87,1,"Inactive Customers"
13980,59,1,200.14,1,"Inactive Customers"
13982,38,4,1871.81,4,"Regular Customers"
13983,29,12,2603.43,3,"High-Value Customers"
13984,26,5,920.51,4,"Regular Customers"
13985,3,15,7060.13,3,"High-Value Customers"
13986,16,1,320.46,2,"Occasional Customers"
13988,19,6,4147.96,3,"High-Value Customers"
13989,65,2,1266.08,4,"Regular Customers"
13990,212,1,311.3,1,"Inactive Customers"
13991,11,6,855.97,4,"Regular Customers"
13992,29,1,76.8,1,"Inactive Customers"
13993,42,9,3466.36,4,"Regular Customers"
13994,3,6,2313.14,3,"High-Value Customers"
13995,14,5,1393.69,4,"Regular Customers"
13999,9,12,3901.81,3,"High-Value Customers"
14000,210,1,635.66,1,"Inactive Customers"
14001,45,3,2043.08,4,"Regular Customers"
14002,133,2,529.73,1,"Inactive Customers"
14004,42,7,4582.64,4,"Regular Customers"
14005,9,5,2874.72,3,"High-Value Customers"
14006,115,3,962.19,4,"Regular Customers"
14009,197,2,695.61,1,"Inactive Customers"
14012,277,1,328.8,1,"Inactive Customers"
14013,109,3,473.02,1,"Inactive Customers"
14014,76,1,505.18,1,"Inactive Customers"
14015,52,1,917.34,1,"Inactive Customers"
14016,161,4,4341.21,4,"Regular Customers"
14019,46,3,1421.61,4,"Regular Customers"
14020,16,2,642.8,2,"Occasional Customers"
14021,154,3,631.9,4,"Regular Customers"
14022,224,1,440,1,"Inactive Customers"
14023,6,2,584.07,2,"Occasional Customers"
14024,121,2,327.7,1,"Inactive Customers"
14027,60,1,104.82,1,"Inactive Customers"
14029,62,2,467.66,1,"Inactive Customers"
14030,17,8,2360.09,3,"High-Value Customers"
14031,6,19,17286.86,3,"High-Value Customers"
14032,1,11,2975.59,3,"High-Value Customers"
14034,21,3,651.82,2,"Occasional Customers"
14035,28,5,1428.02,4,"Regular Customers"
14036,284,1,626.65,1,"Inactive Customers"
14037,175,2,147.2,1,"Inactive Customers"
14038,77,3,1560.38,4,"Regular Customers"
14039,32,1,152.2,1,"Inactive Customers"
14040,40,12,3614.92,3,"High-Value Customers"
14041,265,1,141.41,1,"Inactive Customers"
14044,26,4,652.82,4,"Regular Customers"
14045,108,4,1659.75,4,"Regular Customers"
14046,283,1,154.99,1,"Inactive Customers"
14047,8,5,1308.61,4,"Regular Customers"
14048,304,1,409.93,1,"Inactive Customers"
14049,16,4,5681.72,4,"Regular Customers"
14050,31,2,746.36,2,"Occasional Customers"
14051,0,23,15610.39,3,"High-Value Customers"
14052,19,1,225.36,2,"Occasional Customers"
14053,123,2,260.25,1,"Inactive Customers"
14054,64,1,92.46,1,"Inactive Customers"
14055,105,1,725.64,1,"Inactive Customers"
14056,0,23,8214.65,3,"High-Value Customers"
14057,23,17,6217.96,3,"High-Value Customers"
14059,266,1,183.6,1,"Inactive Customers"
14060,4,19,6140.42,3,"High-Value Customers"
14062,9,12,10464.85,3,"High-Value Customers"
14064,28,5,1353.74,4,"Regular Customers"
14066,266,1,152.55,1,"Inactive Customers"
14067,63,2,374.7,1,"Inactive Customers"
14068,319,1,265.85,1,"Inactive Customers"
14071,3,8,1438.82,3,"High-Value Customers"
14073,31,1,151.04,1,"Inactive Customers"
14075,4,3,942.26,2,"Occasional Customers"
14076,128,1,122.47,1,"Inactive Customers"
14077,40,5,499.42,4,"Regular Customers"
14078,101,6,1049.37,4,"Regular Customers"
14079,124,1,375.1,1,"Inactive Customers"
14080,32,1,45.6,1,"Inactive Customers"
14081,301,2,934.52,1,"Inactive Customers"
14082,364,1,182.25,1,"Inactive Customers"
14083,3,9,1018.43,3,"High-Value Customers"
14085,1,18,4448.54,3,"High-Value Customers"
14087,2,1,194.42,2,"Occasional Customers"
14088,9,13,50491.81,3,"High-Value Customers"
14089,56,1,161,1,"Inactive Customers"
14090,324,1,76.32,1,"Inactive Customers"
14092,7,14,4076.91,3,"High-Value Customers"
14093,11,1,442.85,2,"Occasional Customers"
14096,3,17,65164.79,3,"High-Value Customers"
14098,36,1,147.35,1,"Inactive Customers"
14099,15,11,3104.17,3,"High-Value Customers"
14100,137,1,194.9,1,"Inactive Customers"
14101,73,6,5976.79,4,"Regular Customers"
14102,4,5,1360.28,3,"High-Value Customers"
14104,154,2,216.21,1,"Inactive Customers"
14105,238,1,1266.23,1,"Inactive Customers"
14107,51,7,2703.23,4,"Regular Customers"
14108,30,2,597.91,2,"Occasional Customers"
14109,72,1,144.2,1,"Inactive Customers"
14110,3,12,5683.15,3,"High-Value Customers"
14111,13,4,692.85,2,"Occasional Customers"
14112,22,7,2915.15,4,"Regular Customers"
14113,3,4,1840.42,3,"High-Value Customers"
14114,273,2,386.53,1,"Inactive Customers"
14116,19,5,1382.74,4,"Regular Customers"
14117,143,1,90,1,"Inactive Customers"
14121,3,4,2780.15,3,"High-Value Customers"
14124,83,1,419.58,1,"Inactive Customers"
14125,10,3,2740.43,4,"Regular Customers"
14126,7,3,706.13,2,"Occasional Customers"
14127,122,3,709.71,4,"Regular Customers"
14128,60,2,637.5,4,"Regular Customers"
14129,1,5,1123.86,3,"High-Value Customers"
14130,318,1,483.86,1,"Inactive Customers"
14132,1,11,3586.03,3,"High-Value Customers"
14133,129,3,605.64,4,"Regular Customers"
14135,1,15,4690.31,3,"High-Value Customers"
14138,1,2,982.38,2,"Occasional Customers"
14139,45,1,415.82,1,"Inactive Customers"
14140,3,2,935.05,2,"Occasional Customers"
14141,2,4,915.13,2,"Occasional Customers"
14142,372,1,311.81,1,"Inactive Customers"
14143,133,1,115.8,1,"Inactive Customers"
14145,46,4,3742.2,4,"Regular Customers"
14146,8,5,4191,3,"High-Value Customers"
14147,77,2,483.4,1,"Inactive Customers"
14148,233,1,157.2,1,"Inactive Customers"
14149,220,1,446.62,1,"Inactive Customers"
14150,35,2,658.64,2,"Occasional Customers"
14152,74,2,621.29,1,"Inactive Customers"
14154,238,2,1345.62,4,"Regular Customers"
14155,265,1,118.75,1,"Inactive Customers"
14156,9,55,117379.63,3,"High-Value Customers"
14157,19,2,432.88,2,"Occasional Customers"
14158,39,1,507.66,2,"Occasional Customers"
14159,19,11,4693.01,3,"High-Value Customers"
14161,215,3,1110.52,4,"Regular Customers"
14162,173,2,289.36,1,"Inactive Customers"
14163,86,4,2445.91,4,"Regular Customers"
14164,70,2,1631.77,4,"Regular Customers"
14165,275,1,122.54,1,"Inactive Customers"
14167,38,4,574.84,4,"Regular Customers"
14171,97,1,363.79,1,"Inactive Customers"
14173,10,4,450.84,2,"Occasional Customers"
14174,32,1,134.46,1,"Inactive Customers"
14175,59,3,3222.3,4,"Regular Customers"
14176,296,4,576.9,1,"Inactive Customers"
14177,85,4,559.41,4,"Regular Customers"
14178,8,7,1620.93,3,"High-Value Customers"
14179,40,2,719.78,2,"Occasional Customers"
14180,10,25,4748.52,3,"High-Value Customers"
14184,66,1,452.89,1,"Inactive Customers"
14185,330,1,197.65,1,"Inactive Customers"
14188,30,6,2054.36,4,"Regular Customers"
14189,1,15,4654.08,3,"High-Value Customers"
14191,1,13,4684.76,3,"High-Value Customers"
14193,67,2,853.39,4,"Regular Customers"
14194,4,21,11349.52,3,"High-Value Customers"
14195,201,2,1012,1,"Inactive Customers"
14196,106,1,335.52,1,"Inactive Customers"
14198,17,4,701.4,2,"Occasional Customers"
14199,217,1,185.4,1,"Inactive Customers"
14201,59,7,747.44,4,"Regular Customers"
14204,1,1,161.03,2,"Occasional Customers"
14205,16,2,466.7,2,"Occasional Customers"
14206,238,1,328.16,1,"Inactive Customers"
14208,94,1,151.74,1,"Inactive Customers"
14209,10,6,2073.43,3,"High-Value Customers"
14210,105,6,1905.84,4,"Regular Customers"
14211,52,9,2241.1,4,"Regular Customers"
14212,89,1,1070.48,1,"Inactive Customers"
14214,30,5,1004.38,4,"Regular Customers"
14215,11,6,1789.72,3,"High-Value Customers"
14216,2,4,1839.3,3,"High-Value Customers"
14217,1,17,2004.98,3,"High-Value Customers"
14218,42,1,169.48,1,"Inactive Customers"
14219,3,1,89.94,2,"Occasional Customers"
14220,246,2,632.4,1,"Inactive Customers"
14221,41,9,3432.8,4,"Regular Customers"
14222,176,1,683.17,1,"Inactive Customers"
14223,91,3,991.13,4,"Regular Customers"
14224,109,4,1050.12,4,"Regular Customers"
14226,28,5,2232.19,4,"Regular Customers"
14227,25,10,3350.96,3,"High-Value Customers"
14229,51,3,1547.2,4,"Regular Customers"
14231,183,3,925.71,4,"Regular Customers"
14232,42,5,2048.07,4,"Regular Customers"
14233,48,4,1462.72,4,"Regular Customers"
14234,21,4,775.46,4,"Regular Customers"
14235,74,5,3144.86,4,"Regular Customers"
14236,80,2,490.86,1,"Inactive Customers"
14237,372,1,161,1,"Inactive Customers"
14238,325,1,146.85,1,"Inactive Customers"
14239,42,11,2380.85,3,"High-Value Customers"
14240,29,2,890.34,2,"Occasional Customers"
14241,183,1,213.7,1,"Inactive Customers"
14242,234,2,280.55,1,"Inactive Customers"
14243,8,10,2588.77,3,"High-Value Customers"
14245,219,2,1693.45,4,"Regular Customers"
14246,110,3,1474.06,4,"Regular Customers"
14247,277,1,136.77,1,"Inactive Customers"
14248,317,1,302.58,1,"Inactive Customers"
14250,6,3,1904.05,2,"Occasional Customers"
14251,1,5,2879.7,3,"High-Value Customers"
14256,259,2,969.06,1,"Inactive Customers"
14257,63,5,3099.72,4,"Regular Customers"
14258,8,9,12669.98,3,"High-Value Customers"
14259,141,1,120,1,"Inactive Customers"
14261,50,2,1163.45,4,"Regular Customers"
14262,7,8,2618.23,3,"High-Value Customers"
14264,154,2,333.97,1,"Inactive Customers"
14265,108,2,530.18,1,"Inactive Customers"
14267,162,3,1516.24,4,"Regular Customers"
14270,331,1,492.65,1,"Inactive Customers"
14271,225,1,112.32,1,"Inactive Customers"
14272,73,2,437.96,1,"Inactive Customers"
14273,50,4,559.97,4,"Regular Customers"
14276,98,3,1119.74,4,"Regular Customers"
14277,14,3,4216.2,4,"Regular Customers"
14280,196,1,134.04,1,"Inactive Customers"
14282,2,15,3729.34,3,"High-Value Customers"
14284,30,2,595.25,2,"Occasional Customers"
14285,20,4,1910.01,4,"Regular Customers"
14286,23,3,4628.75,4,"Regular Customers"
14287,7,3,176.63,2,"Occasional Customers"
14288,212,1,426.6,1,"Inactive Customers"
14289,8,6,911.26,4,"Regular Customers"
14290,10,5,2314.65,3,"High-Value Customers"
14291,1,11,3883.25,3,"High-Value Customers"
14292,7,9,4871.93,3,"High-Value Customers"
14293,2,4,1046.56,2,"Occasional Customers"
14295,39,1,166.2,1,"Inactive Customers"
14297,17,4,1305.33,4,"Regular Customers"
14298,7,44,51527.3,3,"High-Value Customers"
14299,7,9,3965.62,3,"High-Value Customers"
14300,18,1,43.2,2,"Occasional Customers"
14301,116,1,640.14,1,"Inactive Customers"
14304,222,1,383.45,1,"Inactive Customers"
14305,70,3,1858.96,4,"Regular Customers"
14306,50,2,2093.32,4,"Regular Customers"
14307,88,6,2995.72,4,"Regular Customers"
14309,7,9,2352.53,3,"High-Value Customers"
14311,242,1,310.26,1,"Inactive Customers"
14312,46,6,1611.59,4,"Regular Customers"
14314,106,1,120,1,"Inactive Customers"
14315,44,6,2481.13,4,"Regular Customers"
14317,64,1,508.58,1,"Inactive Customers"
14320,206,2,477.79,1,"Inactive Customers"
14321,10,5,1530.75,4,"Regular Customers"
14323,114,2,605.06,1,"Inactive Customers"
14326,241,1,183.85,1,"Inactive Customers"
14327,162,1,311.65,1,"Inactive Customers"
14329,16,7,5014.84,3,"High-Value Customers"
14331,123,2,462.66,1,"Inactive Customers"
14332,22,3,866.31,4,"Regular Customers"
14333,67,1,415.2,1,"Inactive Customers"
14334,16,8,2552.21,3,"High-Value Customers"
14335,15,2,468.26,2,"Occasional Customers"
14336,16,4,1614.91,4,"Regular Customers"
14338,160,2,588.22,1,"Inactive Customers"
14339,242,1,309.52,1,"Inactive Customers"
14340,218,1,134.7,1,"Inactive Customers"
14341,44,8,2182.28,4,"Regular Customers"
14342,20,4,668.56,4,"Regular Customers"
14344,126,8,889.93,4,"Regular Customers"
14345,38,1,108.98,1,"Inactive Customers"
14346,120,2,1021.58,4,"Regular Customers"
14348,259,1,409.57,1,"Inactive Customers"
14349,9,1,133.5,2,"Occasional Customers"
14350,273,1,282.93,1,"Inactive Customers"
14351,164,1,51,1,"Inactive Customers"
14352,156,4,1078.96,4,"Regular Customers"
14353,214,1,90.6,1,"Inactive Customers"
14354,5,2,163.62,2,"Occasional Customers"
14355,365,1,174.4,1,"Inactive Customers"
14356,79,2,701.23,4,"Regular Customers"
14357,42,1,225.77,1,"Inactive Customers"
14359,18,3,912.18,2,"Occasional Customers"
14360,31,4,2128.23,4,"Regular Customers"
14362,21,1,161.2,2,"Occasional Customers"
14364,108,8,3717.35,4,"Regular Customers"
14367,7,16,9261.52,3,"High-Value Customers"
14368,319,1,155,1,"Inactive Customers"
14371,294,1,100.5,1,"Inactive Customers"
14373,357,1,76.55,1,"Inactive Customers"
14375,184,1,257.68,1,"Inactive Customers"
14377,190,2,617.05,1,"Inactive Customers"
14379,43,2,348.1,2,"Occasional Customers"
14381,51,1,202.68,1,"Inactive Customers"
14382,25,1,626.07,2,"Occasional Customers"
14383,37,3,1247.69,4,"Regular Customers"
14385,8,3,202.11,2,"Occasional Customers"
14386,296,1,142.4,1,"Inactive Customers"
14387,32,3,1770.56,4,"Regular Customers"
14388,9,8,3212.84,3,"High-Value Customers"
14389,64,2,1043.46,4,"Regular Customers"
14390,9,9,4652.82,3,"High-Value Customers"
14393,217,1,67.95,1,"Inactive Customers"
14395,1,9,3507.71,3,"High-Value Customers"
14396,64,2,487.99,1,"Inactive Customers"
14397,2,19,2612.96,3,"High-Value Customers"
14400,148,1,574.7,1,"Inactive Customers"
14401,3,13,4051.48,3,"High-Value Customers"
14403,129,4,1475.81,4,"Regular Customers"
14404,33,6,1474.32,4,"Regular Customers"
14406,118,1,156.75,1,"Inactive Customers"
14407,106,6,2157.73,4,"Regular Customers"
14408,10,7,2606.53,3,"High-Value Customers"
14409,70,6,2059.45,4,"Regular Customers"
14410,91,9,1105.07,4,"Regular Customers"
14411,310,1,1063,1,"Inactive Customers"
14412,42,2,770.03,4,"Regular Customers"
14413,361,1,122.7,1,"Inactive Customers"
14414,91,7,1496.98,4,"Regular Customers"
14415,0,13,5900.28,3,"High-Value Customers"
14416,21,2,490.22,2,"Occasional Customers"
14418,3,3,1937.25,2,"Occasional Customers"
14419,10,6,1058.06,4,"Regular Customers"
14420,98,1,387.52,1,"Inactive Customers"
14421,56,2,813.11,4,"Regular Customers"
14422,0,6,4263.64,3,"High-Value Customers"
14423,217,1,265.2,1,"Inactive Customers"
14424,17,1,322.08,2,"Occasional Customers"
14426,23,10,4481.67,3,"High-Value Customers"
14427,49,2,363.34,1,"Inactive Customers"
14428,6,5,1244.83,2,"Occasional Customers"
14431,302,1,470.36,1,"Inactive Customers"
14432,9,6,2255.51,3,"High-Value Customers"
14434,21,6,1372.8,4,"Regular Customers"
14436,98,1,89.06,1,"Inactive Customers"
14437,365,1,63,1,"Inactive Customers"
14438,305,1,131.9,1,"Inactive Customers"
14439,319,1,2661.24,4,"Regular Customers"
14440,7,5,2357.68,3,"High-Value Customers"
14441,0,4,1712.89,3,"High-Value Customers"
14442,204,2,1589.82,4,"Regular Customers"
14443,53,4,1420.2,4,"Regular Customers"
14446,0,4,1039.58,2,"Occasional Customers"
14447,18,5,1163.23,4,"Regular Customers"
14448,8,2,375.35,2,"Occasional Customers"
14449,18,4,907.1,4,"Regular Customers"
14450,180,3,483.25,1,"Inactive Customers"
14451,59,2,662.59,4,"Regular Customers"
14452,10,2,264.44,2,"Occasional Customers"
14453,189,1,119.93,1,"Inactive Customers"
14456,4,9,3062.4,3,"High-Value Customers"
14457,310,1,113.64,1,"Inactive Customers"
14459,154,1,1837.92,4,"Regular Customers"
14460,109,3,434.34,1,"Inactive Customers"
14461,147,3,2103.06,4,"Regular Customers"
14462,65,11,2004.02,4,"Regular Customers"
14463,97,3,529.62,4,"Regular Customers"
14465,246,3,1058.62,4,"Regular Customers"
14466,28,7,2272.4,4,"Regular Customers"
14467,17,4,598.76,2,"Occasional Customers"
14470,11,2,461.19,2,"Occasional Customers"
14472,103,8,1936.84,4,"Regular Customers"
14473,73,2,234.34,1,"Inactive Customers"
14474,45,1,547.66,1,"Inactive Customers"
14475,71,3,925.85,4,"Regular Customers"
14476,256,1,215.7,1,"Inactive Customers"
14477,19,4,1309.6,4,"Regular Customers"
14479,253,2,316.25,1,"Inactive Customers"
14480,10,1,279.05,2,"Occasional Customers"
14481,164,2,636.51,1,"Inactive Customers"
14482,17,6,2068.15,4,"Regular Customers"
14483,281,1,137.1,1,"Inactive Customers"
14484,49,1,321.92,1,"Inactive Customers"
14485,38,1,165.75,1,"Inactive Customers"
14487,26,6,1196.33,4,"Regular Customers"
14488,67,1,1064.28,1,"Inactive Customers"
14489,206,1,463.38,1,"Inactive Customers"
14491,174,2,340.93,1,"Inactive Customers"
14493,6,5,2383.24,3,"High-Value Customers"
14494,25,1,139.56,2,"Occasional Customers"
14495,50,2,123.8,1,"Inactive Customers"
14496,311,2,538.81,1,"Inactive Customers"
14497,308,1,475.37,1,"Inactive Customers"
14498,42,5,1957.32,4,"Regular Customers"
14499,25,3,815.32,4,"Regular Customers"
14500,87,3,356.85,1,"Inactive Customers"
14501,183,2,251.21,1,"Inactive Customers"
14502,19,11,2470.67,3,"High-Value Customers"
14503,2,6,3543.26,3,"High-Value Customers"
14504,46,4,673.26,4,"Regular Customers"
14505,16,8,5905.64,3,"High-Value Customers"
14506,16,5,2012.17,4,"Regular Customers"
14507,23,6,1383.18,4,"Regular Customers"
14508,21,2,276.42,2,"Occasional Customers"
14511,10,5,1314.81,4,"Regular Customers"
14512,187,2,275.28,1,"Inactive Customers"
14513,100,3,455.59,1,"Inactive Customers"
14514,60,3,1055.35,4,"Regular Customers"
14515,17,6,2102.09,4,"Regular Customers"
14517,32,2,330.45,2,"Occasional Customers"
14518,63,1,174.37,1,"Inactive Customers"
14520,1,2,270.6,2,"Occasional Customers"
14522,23,4,974.54,4,"Regular Customers"
14523,107,1,241.09,1,"Inactive Customers"
14524,31,9,1867.68,4,"Regular Customers"
14525,19,9,4332.2,3,"High-Value Customers"
14527,2,55,8508.82,3,"High-Value Customers"
14528,36,1,364.22,2,"Occasional Customers"
14529,59,3,620.04,4,"Regular Customers"
14530,25,6,2925.91,4,"Regular Customers"
14532,235,4,932.85,4,"Regular Customers"
14533,24,7,1949.72,4,"Regular Customers"
14534,2,18,4447.05,3,"High-Value Customers"
14535,59,3,2864.19,4,"Regular Customers"
14536,259,1,171.8,1,"Inactive Customers"
14537,57,1,355.56,1,"Inactive Customers"
14538,64,2,388.25,1,"Inactive Customers"
14539,15,2,537.48,2,"Occasional Customers"
14540,9,3,996.26,2,"Occasional Customers"
14541,58,8,1461.65,4,"Regular Customers"
14542,185,1,103.25,1,"Inactive Customers"
14543,28,16,3630.33,3,"High-Value Customers"
14544,23,2,2024.45,4,"Regular Customers"
14546,4,5,2578.09,3,"High-Value Customers"
14547,3,8,4007.54,3,"High-Value Customers"
14548,150,2,652.8,1,"Inactive Customers"
14549,310,1,289.24,1,"Inactive Customers"
14550,10,2,765.62,2,"Occasional Customers"
14551,17,2,186.23,2,"Occasional Customers"
14552,151,1,165.07,1,"Inactive Customers"
14553,18,5,859.27,4,"Regular Customers"
14554,9,4,2381.04,4,"Regular Customers"
14555,56,2,324.14,1,"Inactive Customers"
14557,84,1,788.38,1,"Inactive Customers"
14560,6,22,2237.77,3,"High-Value Customers"
14561,75,3,1080.76,4,"Regular Customers"
14562,3,18,5074.77,3,"High-Value Customers"
14565,95,4,3099.12,4,"Regular Customers"
14566,110,1,1432,1,"Inactive Customers"
14567,56,2,1530.36,4,"Regular Customers"
14569,0,1,227.39,2,"Occasional Customers"
14570,280,2,218.06,1,"Inactive Customers"
14572,2,7,2832.84,3,"High-Value Customers"
14573,179,9,1653.42,4,"Regular Customers"
14576,371,1,35.4,1,"Inactive Customers"
14577,12,4,859.71,2,"Occasional Customers"
14578,2,1,168.63,2,"Occasional Customers"
14581,16,1,138.6,2,"Occasional Customers"
14582,40,1,114.11,1,"Inactive Customers"
14583,5,5,1052.55,2,"Occasional Customers"
14584,168,4,1042.26,4,"Regular Customers"
14585,49,1,157.05,1,"Inactive Customers"
14586,276,1,237.36,1,"Inactive Customers"
14587,18,9,1601.14,3,"High-Value Customers"
14589,371,1,39.75,1,"Inactive Customers"
14591,14,4,1447.14,4,"Regular Customers"
14592,34,3,570.46,4,"Regular Customers"
14593,21,3,617.99,2,"Occasional Customers"
14594,6,2,379.83,2,"Occasional Customers"
14595,19,6,1740.6,4,"Regular Customers"
14597,10,2,883.15,2,"Occasional Customers"
14598,43,1,221.97,1,"Inactive Customers"
14600,305,1,393.33,1,"Inactive Customers"
14601,10,1,213.96,2,"Occasional Customers"
14603,274,1,660,1,"Inactive Customers"
14606,0,93,12156.65,3,"High-Value Customers"
14607,15,14,16569.5,3,"High-Value Customers"
14608,3,4,1785.15,3,"High-Value Customers"
14609,71,4,601.56,4,"Regular Customers"
14616,242,3,406.08,1,"Inactive Customers"
14618,8,3,553.44,2,"Occasional Customers"
14619,245,1,394.44,1,"Inactive Customers"
14620,205,2,412.78,1,"Inactive Customers"
14621,0,5,1788.36,3,"High-Value Customers"
14622,184,1,320.58,1,"Inactive Customers"
14623,31,5,889.25,4,"Regular Customers"
14624,56,2,225.85,1,"Inactive Customers"
14625,195,2,899.63,1,"Inactive Customers"
14626,23,4,2791.27,4,"Regular Customers"
14628,90,2,671.96,1,"Inactive Customers"
14629,3,2,959.01,2,"Occasional Customers"
14631,50,3,1006.98,4,"Regular Customers"
14632,262,1,114.56,1,"Inactive Customers"
14633,265,1,344.9,1,"Inactive Customers"
14636,35,2,609.85,2,"Occasional Customers"
14638,50,1,443.6,1,"Inactive Customers"
14639,51,6,2984.49,4,"Regular Customers"
14640,23,6,2125.08,4,"Regular Customers"
14641,21,1,110.46,2,"Occasional Customers"
14642,58,1,96.12,1,"Inactive Customers"
14643,169,2,693.81,1,"Inactive Customers"
